HHF,G,Y,FADA,AA,HGD,AT,E,K,T,U,I,B,W,Q,SDE
0,0,0.04,0,0,2.655,0,0.04,0.09,0,0.04,0,0.14,0,0,0
0,0,0.97,0,0.97,2.03,0,0,0,0,0.97,0,0,0,0,0
0,0,9.52,0,4.76,3.333,0,0,0,0,0,0,0,0,0,0
0,0,8.69,0,4.34,3.333,0,0,0,0,0,0,0,0,0,0
0,0,0,1.094,0,1.428,0,0,0,0,0,0,0,0,0,1
0,0,0,1.385,0,20,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.5,0,0.92,0,0,0.92,0,0,0,0,0
0,0,1.47,0,0,2.234,0,0.49,0,0,0,0,0,0,0,0
0.132,0,0,1.689,0,4.913,0,0.41,0.2,1.65,3.09,0.2,0,0.2,1.03,1
0,0,0,1.342,0,1.2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.775,0.34,0,0,0,0,0,0,0,0,0
0.055,0,0,0,0.32,1.798,0,0.64,0,0,1.76,0,0,0,0,0
0,0.56,0,0.768,0,11.685,0,1.13,0,0,0.56,0,0,0.56,0,1
0,0,0,0,0,1.375,0,0,0,0,0,0,0,0,0,0
0,0,0,0.524,0,1.229,0,0.55,0,0,1.1,0,0,0,0,1
0,0,0,0,16.66,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2.27,1.052,0,0,0,0,2.27,0,0,0,0,0
0,0,0,0,0,4.13,22.05,0,0,0,0,0,0,0,0,0
0,0,0,0.178,0,4.757,0,0,0,0,0.3,0,0,0,0,0
0.063,0.86,0,0,0,4.297,0,0.43,0,0,0,1.3,0.43,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.175,0,1.826,0,0,0,0,0,0,0,0,0,0
0,0,0,0.037,0,2.666,0,0,0,0,0,0.82,0,0,0,1
0,0,0,0,0,1.486,0,1.05,0,0,0,0,0,0,0,0
0,0,0,0,1.2,1.062,0,0,0,0,1.2,0,0,0,0,0
0,0,0,1.192,0,1.463,0,0.8,0,0,2.41,0,0.8,0,0,1
0.013,0,0.47,0,0.05,3.591,0,0.1,0,0,0.1,0.52,0,0,0.1,0
0,0,8.33,0,4.16,3.333,0,0,0,0,0,0,0,0,0,0
0.094,0.11,0,0.322,0,2.576,0,0.58,0.23,0,0.58,0.34,0.11,0.11,0.23,1
0,0,1.12,0,0,3.628,1.49,0,0,0,0,0,0,0,0,0
0.093,0,0,1.029,0,3.621,0,0.27,0.27,2.2,3.03,0.27,0.27,0,1.37,1
0,0,0,0,0,1.769,0,1.63,0,0,0,0,0,0,0,0
0,1.01,0,0.189,0,8.972,0,0.5,0.76,0,1.26,0,0.5,0,0.25,1
0,0.4,0,0.124,0,1.94,0,0.4,0.4,0,2,0,0,0,0,1
0,0,0,0,0,1.238,0,0.95,0,0,0.95,0,0,0,0,1
0,0,0,0,5.88,1.562,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.333,1.12,0,1.083,0,4.974,0,2.24,0,0,1.68,0,0.56,0,2.8,1
0,0,1.72,0.11,0,1.812,0,0,0,0,2.58,0,0,0,0,0
0,0,0,0,0.29,1.583,0,1.49,0,0,0.89,0,0,0,0,0
0,0,0.23,0,0,1.412,0,0.69,0,0,0,0,0,0,0,0
0,0,0,0.61,1.28,3.809,0,0,0,0,2.56,1.28,0,0,0,1
0,1.65,0,0.199,0,15.892,0,2.06,0,0,0.82,0,0.41,0,0,1
0,0,0,0,0,3.391,0.97,0,0,0,0,0,0,0,0,0
0,0,0,0.552,0,2.666,0,0,0,0,0,0.74,0,0,0,0
0.103,0,0,0.515,0,2.04,0,1.3,0.65,0,3.26,0,0,0,1.3,1
0,0,0,0,2.94,1.333,0,2.94,0,0,0,0,0,0,0,0
0,0,0,0,0,1.122,0,0,0,0,0.58,0,0,0,0,0
0.245,0,0,1.633,0,64.416,0,0.45,0,0,5.04,0,0.91,0,0,1
0,0,0,0.181,0,4.5,0.56,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.142,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,2.89,0.313,0,1.689,0,0,0,0,0,0,0,0,0,0
0,0,0,0.285,0,2.043,0,0.22,0,0,0,0,0.22,0,0,0
0.014,0,0.79,0,0.05,3.117,0,0,0,0,0.15,0.47,0,0,0.26,0
0,0,3.29,0,0,2.862,0,0,0,0,0,0,0,0,0,0
0,0,0,0.114,0,1.645,1.44,0,0,0,0,0,0,0,0,0
0.347,0.56,0,1.217,0,5.105,0,2.25,0,0,1.69,0,0.56,0,3.38,1
0.114,0,0,0.659,0,9.1,0,0.22,0,0,1.54,1.32,0.88,0,0,1
0,0,0,0,0.28,4.226,0,0,0,0,0,0,0,0,0,0
0,0,0,0.002,0,2.106,0.23,0.13,0.03,0,0.03,0.01,0.01,0.01,0.53,0
0.397,0.4,0,0.976,0,3.186,0,0.61,0.1,0.5,2.03,1.42,0.1,0,0,1
0,0,0.76,0.487,1.52,1.956,0,0.76,0,0,0.76,0,1.52,0,0,0
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0.043,0,0.8,0,0,1.487,0,0,0,0,0,0,0,0,0.53,0
0,0,0,0,0,7.666,0,0,0,0,0,0,0,0,0,1
0,0,0,0.899,0,3.066,0,0,0,0,0.71,0,0,0,0,1
0.046,0.31,0,0.89,0,12.382,0,0,0.31,0,2.51,0.31,0.31,0,0,1
0,0,2.02,0,3.03,1.875,0,0,0,0,1.01,0,0,0,0,0
0.285,0,0,0.122,0,3.714,0.24,0,0.24,0.24,2.16,0,0,0.48,0.24,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.192,0,1.526,0,0,0.58,0,0,0.58,0.58,0,0.58,1
0,0,0.6,0,0,1.389,0,0.6,0,0,0,0,0.3,0,0,0
0,1.43,0,0.694,0,7.709,0,0,0,0,0.47,0,0,0.47,0,1
0,0,0,0.149,0,1.04,0,0,0,0,1.7,0,0,0,0,0
1.334,0,0,5.942,0,5.838,0,0.3,0,0,1.1,0.1,0.5,0,0.1,1
0.151,0.23,0,1.289,0,6.529,0,0.7,0.23,1.89,3.3,0.23,0.23,0,1.41,1
0.163,0.05,0,0.02,0,1.796,0,1.45,0.05,0.23,1.04,0.05,0,0.75,0.69,1
0.305,0,0,0.75,0,3.401,0,0.27,0.41,0,0.97,0.27,0.2,0.06,0.69,1
0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0
0.151,0,0,0,0,5.086,0,0,0.43,0,0.43,0.43,0.43,0,0,1
0,0,2.01,0.084,1,2.303,0,0,0,0,0.5,0,0,0,0,0
0.012,0,1.34,0,0,4.179,0,0,0,0.16,0.42,0.16,0.08,0,0.5,0
0.223,0.46,0,0.298,0,2.156,0,0.46,0.46,0,1.38,0,0.46,0.46,0,1
0,0,0.99,0,0,2.016,0,0.33,0,0,0.33,0,0,0,0,0
0.022,0,0,0.022,0,3.482,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.769,1.08,0,0,0,0,0,1.62,0,0,0
0,0,1.31,0,0,2.085,0,0,0,0,1.31,0,0.43,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0.062,0,1.414,0.72,0.36,0,0,0,0,0,0,0,0
0,0.9,0,0.546,0,2.818,0,0,0,0,2.72,0,0,0,0.9,1
0,0,0,0,0.32,3.787,0,0,0,0,0,0,0,0,0,0
0,0,2.94,0,0,1.695,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.69,1.285,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.646,0,0,0,0,0,0,0,0,0,0
0,1.56,0,0.7,0,2.125,0,0,0,0,0,0,0,0,0,1
0.107,0,0,0.321,0,3.846,0,1.24,0,0,1.86,0,0,0.62,0.62,1
0.264,0.1,0,0.611,0,3.794,0,0.31,0.1,0.1,1.66,0.2,0.1,0.1,0.1,1
0,0,2.06,0,0,2.217,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0
0.165,0,0,0.639,0,3.697,0,0,0.39,0.29,1.32,0.29,0.17,0.34,0.54,1
0,0,0.68,0,0,2.147,0,0,0,0,0,0,0,0,0,0
0,2.2,0,0.496,0,16.826,0,1.1,0,0,1.1,0,0.55,0,0,1
0.015,0,0,0.03,0,4.192,0,0.36,0,0,3.38,0.09,0,0.36,0.09,1
0,0,0,0,0,2.647,0,0,0,0,2.12,0,0,0,0,0
0,0,0,0,0,1.605,1.69,0,0,0,0,0,0,0,0.84,0
0,0.9,0,1.492,0,5.3,0,0.9,0,0,0,0,0.9,0,0,1
0.109,0,0,1.096,0,1.916,0,0,0,0,0.63,0,0,0,0,1
0.072,0,2.03,0.072,0,3.242,0,0.45,0.45,0,1.35,0,0,0,0,0
0.174,0.34,0,0.638,0,2.17,0,0.34,0.34,0,1.73,0,0.34,0,0,1
0,0.95,0,0.147,0,1.4,0,1.9,0,3.8,2.85,0,0,0,0,1
0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.218,0,0,0.109,0,1.897,3.42,0,0,0,0,0,0,0,0,0
0,0,4.21,0,0,2.096,0,0,0,0,0,0,0,0,0,0
0,0,1.98,0.102,0,2.531,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.428,0,0.18,0,0,0,0,0,0,0,0
0,1.18,0,0.08,0,1.844,0,1.89,0.23,0,1.65,0,0.47,0,1.41,1
0,0,0,0,0,1.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0.413,0,3.052,0.84,0,0,0,0,0,0,0,0.84,0
0.127,0.45,0,0.063,0,4.735,0,0,0,0,0.45,0.45,0,0.45,0.45,1
0.41,0.9,0,0.82,0,2.446,0,1.35,0,0,1.8,0,0.45,0.45,0,1
0,0,0,0.082,0,2.674,1.16,0.58,0,0,0,0,0,0,0,0
0,0,1.03,0,0,1.666,0,0,0,0,0,0,0,0,0,0
0.37,0,0,0.444,0,2.448,0,0.44,0,0,2.2,0,0,2.2,0,1
0,0,0,0.37,0,2.277,0,1.03,0,0,1.03,0,0,0,0,0
0,0,0,0.138,0,5.809,0,1.35,0,0,1.35,0,0,0,0.45,1
0,0,0.52,0,0,2.876,0,0.65,0,0,0,0,0,0,0.13,0
0.829,0,0,2.766,0,5.607,0,0,0,0,1.53,0,0,0,0,1
0,0,0,0,0,1.505,0.3,0.3,0,0,0,0,0,0,0,0
0,0,0,0,2.35,2.925,0,0,0,0,0,1.17,1.17,0,0,0
0.166,0,0,0.64,0,3.697,0,0,0.39,0.29,1.32,0.29,0.17,0.34,0.54,1
0,0,0,0.91,0,2.171,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1.78,0,0,1.72,0,0,0,0,0,0,0,0,1.78,0
0.057,0,3.5,0,0,2.409,0,0,0,0,0,0.31,0,0.21,0.21,0
0,0.23,0,0,0,3.184,0,0,0,0,0,0,0,0.23,0,0
0.23,0,0,0.23,0,5.538,0,0,0,0,3.84,0,0,0,0,1
0,0,0.9,0,0,1.424,0,0,0,0,0,0,0,0,0,0
0,7.27,0,0.291,0,2.444,0,0,0,0,0,0,0,0,0,1
0.101,0.32,0.32,0.858,0,337.25,0,0.98,0,0.98,0.65,0.65,0,0,0,1
0.071,0,4.22,0,0,2.848,0,0,0.13,0,0,0.39,0,0,0,0
0,0,0,0.203,0,1.956,0,3.84,0,0,1.28,0,0,0,0,1
0.158,0.5,0,0.49,0,8.55,0.1,0.8,0.3,0.2,0.7,0.8,0.2,0.6,0,1
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0,0,0,0,0,1.227,0,0,0,0,0,0,0,0,0,0
0.3,0,0,0.6,0,4.02,0,0,0,0,2.53,0,0.42,0.84,0,1
0,0,0,0,0,6.666,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0
0,0,3.16,0,0,1.56,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.583,0,0.34,0,0,0,0.34,0,0,0,0
0,0,3.21,0,0,2.419,0,0.22,0,0,0,0,0,0.11,0.22,0
0,0,0,0,0,1.166,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0.46,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.769,0,0,0,0,1.51,0,0,0,0,1
0,1.61,0,0.804,0,2.466,0,0,0,0,0,0,0,0,0,1
0,0,0,0.777,0,3.39,0,0.31,0,0,1.25,0,0.62,0,0,1
0,0,0,0,0,1.333,0,0,0,0,0,0,0,0,0,0
0.499,0.76,0,0.458,0,2.455,0,0.76,0,0,1.79,0,0,0.76,0.25,1
0,0,0,0.233,0,9.5,0,0,0,0,0.64,0,0,0,0,1
0,0,0,0,0,3.888,0,0,0,0,0,0,0,0,0,0
0.336,0,0,0.084,0,3.2,0,0.48,0,0,2.88,0,0.48,1.44,0.48,1
0,0,0,0.709,0,7.82,0,0,0,0,0,0,0,0,0,1
0,1.23,0,1.947,0,1.379,0,0,0,0,0,0,0,0,0,1
0,0,0,0.093,0,1.275,0.49,0,0,0,0.99,0,0,0,0,0
0,0,1.69,0,0,3.179,0,0,0,0.48,0.72,0,0,0,0.48,0
0.043,0,0,0.175,0,8.271,0,0,0.26,1.32,0.26,0,0,0,0,1
0,0,0,0.357,0,1.971,0,0.71,0,0,2.85,0,0,0.35,0,1
0.219,0,0,0,0,1.911,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.222,0.26,0,0,0,0.26,0,0,0,0,0
0,0,0,0.281,0.51,1.363,0,0.51,0,0,0,0,0,0,0,0
0,1.25,0,0.223,0,2.35,0,0,0.62,0,1.25,0,1.25,0,0,1
0,0,0,0,0,1.287,0.25,0.25,0,0,0.25,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1
0,0,2.4,0,1.2,2.166,0,0,0,0,0,0,0,0,0,0
0.211,0.44,0,0.225,0,6.725,0,0.53,0.26,0.17,1.15,0.79,0.26,0.79,0.08,1
0,0,0,0,0,1.307,0,3.44,0,0,0,0,0,0,0,0
0.291,0,0,1.021,0,7.092,0,0.72,0.48,0,1.21,1.69,0,0,0,1
0,0,0,0,0,3.367,0.97,0.48,0,0,0,0,0,0,0,0
0,0,1.19,0,0,3.086,0,0,0,0,1.19,0,0,0,0,0
0.015,0,0.78,0,0.05,2.725,0,0.05,0,0,0.15,0.52,0,0,0,0
0,0,0,0,0,1.963,0.34,0,0,0.34,0,0,0,0,0,0
0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0
0,1.63,0,0,0,3.294,0,0.81,0,0,2.45,0,1.63,0,0,1
0,0,0,0,0,5.555,0,0.24,0,0,0.49,0.24,0,0,0,1
0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.666,2.32,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.612,0,0,0,0,0,0,1.08,0,0,0
0.016,0,0.62,0,0.05,2.887,0,0.16,0,0,0.16,0.62,0,0,0,0
0,0,0,0.234,0,2.076,1.36,0,0,0,0,0,0,0,0,0
0,0,0,0.54,0,2.285,0.38,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.909,0,0,0,0,2.27,0,0,0,0,0
0.211,0,0,0,0,1.347,0,0,0,0,0,0,0,0,0,0
0.171,1.05,0,0.171,0,2.05,0,1.05,0,0,1.05,0,0,2.1,0,1
0.052,0,1.69,0,0,2.165,0,0.26,0,0,0,0.13,0,0.13,0.13,0
0.014,0,0,0.611,0,3.707,0,0.82,0.09,0,2.83,0.27,0.27,0.09,0.27,1
0,0,0.86,0,0.86,1.74,0,0,0,0,0.86,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.197,0,3.807,0,0.58,0,0,0.58,0,0,0,0,1
0,0,0,0,14.28,1,0,0,0,0,0,0,0,0,0,0
0,0,0.85,0,0,1.228,0,0,0,0,0.85,0,0,0,0,0
0,0,0,0.14,0,1.891,0,0.73,0,0.14,0.29,0,0,0,0,0
0,0,20,0,0,3.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1.56,0,0,1.56,0,0,0,0,0
0.173,0.31,0,0.13,0,3.244,0,0,0,0,0.31,0,0,0.31,0,1
0.304,0.6,0,0.101,0,3.217,0,1.21,0,0,1.21,0,0,0,0,1
0,1.47,0,1.562,0,5,0,1.47,0,0,0,0,0,0,0,1
0.062,0,0,0.312,0,1.477,0,0,0,0,0.41,0,0,0,0,1
0.303,0.19,0,0.212,0,11.242,0,0.19,0.19,0,2.09,0.95,0.76,3.62,0,1
0,0,0.46,0,0,2.677,0,0.3,0.15,0,0,0.15,0,0,0,0
0,0,1.01,0,0,3.108,0,0,0,0,1.01,0,0,0,0,0
0,0,0,0,0,1.631,0,0.9,0,0,0.9,0,0,0,0,0
0,0,0,0.329,0,2.962,0,2.08,0.83,0,0.41,0,0,0,0,0
0,0,1.29,0,0,1.625,0,0,0,0,0,0,0,0,0,0
0.381,0,0,0.305,0,1.884,0,0,0.48,0,2.88,0.48,0,0.96,0.48,0
0.197,0,0,0,0,3.681,0,0,0,0,3.44,1.14,1.14,0,0,1
0,0,0.35,0,0,2.097,0,0.17,0,0,0,0,0.17,0,1.95,0
0.269,0,0,0.539,0,5.787,0,0,0.52,1.04,1.04,0,0,1.57,0,1
0,0,0,0.349,1.85,1.47,0,0,0,0,0,0,0,0,0,0
0,0,0,1.627,0,2.591,0,0,0,0,1.21,0,0,0,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1.257,0,3.895,0,0.35,0,0,1.07,0,0.71,0,0,1
0.018,0,3.47,0,0,2.423,0,0.4,0,0,0,0,0.06,0,0.06,0
0,0,0,0.546,0,1.75,0,0,0,0,0,0,0,0,0,0
0.004,0,0.48,0,0.04,2.63,0,0.27,0,0,0.04,0.14,0.08,0,0,0
0,0,1.78,0,0,1.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.59,1.826,0,0.59,0,0,0.59,0,0,0,0,0
0.434,0.51,0,0.514,0,2.441,0,0.77,0,0,1.54,0,0,0.77,0,1
0.215,0,0,1.003,0,6.602,0,0.88,0.14,0.14,2.35,1.47,0.29,0.73,0,1
0.056,0.33,0,1.151,0,4.928,0,0.33,0.33,1.68,3.87,0.16,0,0,1.68,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1.6,0,2.4,2.065,0,0,0,0,2.4,0,0,0,0,0
0,0.37,0.37,0,0,2.125,0,0,0,0,3.38,0,0,0,0.75,0
0,0,1.6,0,0,1.696,0.8,0.8,0,0,0,0,2.4,0,0,0
0.155,0.09,0,0.31,0,6.813,0,0.39,0.39,4.1,1.66,0.19,0,0.39,0.19,1
0,0,0,0,0,1.8,0,0,0,0,0.79,0,0,0,0,0
0,0,0.27,0,0,2.319,0,0,0,0,1.62,0.27,0,0,0,0
0.117,1.31,0,0.117,0,48.5,0,1.31,0,1.31,3.94,1.31,0,0,1.31,1
0,0,0,0,1.36,2.307,0,0,0,0,5.47,0,0,0,0,0
0,0,0,0,0,1,1.23,0,0,0,1.23,0,0,0,0,0
0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.289,0.57,0.57,0.072,0,7.512,0,0.57,0,0,1.14,0,0.57,0,0,1
0.011,0,0.39,0,0.04,3.851,0,0.04,0,0,0.08,0.44,0,0,0.04,0
0.059,0,0,0.374,0,9.039,0,0.29,0.09,0,1.35,0.19,0,0,0.19,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,2.15,0,1.43,3.9,0,0,0,0,2.87,0,0,0,0,0
0,0,9.62,0,0.53,2.567,0,0,0,0,0,0,0,0,0,0
0,0,15.38,0,0,6.8,0,0,0,0,0,0,0,0,0,0
0,0,2.63,0,0,1.4,0,0,0,0,0,0,0,0,0,0
0.051,0,0,0.874,0,5.582,0,0,0,0,0.81,0,0,0.27,0.27,1
0,0,0,1.434,0,7.055,0,0,1.53,0,0,0,0,0,0,1
0,0,0,0,0.69,3.651,0,0,0,0,0.69,0,0,0,0,0
0,0,0,0,0,2.187,0,0,0,0,0.97,0,0,0,0,0
0,0,0,0,0,2.288,0,0,0,0.42,0,0,0,0,0.42,0
0,0,0,0,0,2.277,0,0,0,0,0,0,0,0,0,0
0.112,0,0,0.188,0,3.105,0,0.69,0.23,0,0.69,0,0,1.61,0.92,1
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.379,0,0,0,0,0.57,0,0,0,0,0
0,0,0,0.212,0,1.7,1.19,0,0,0,0.59,0,0.59,0,0,0
0,0,0,0.073,0,6.186,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0,0,0,0.125,0,3.871,0,0.81,0,0,1.63,0,0,0,0,1
0,0,2.51,0.05,0,2.414,0,0.37,0.25,0,0.12,0,0.25,0.12,0.12,0
0,0,0,0,0,2.636,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.094,0,0,0,0,0,0,0,0,0,0
0.101,0.16,0,0.076,0,2.03,0,0.49,0,0.49,1.48,0,0.66,0,0,1
0,0.52,0,0.291,0,3.333,0,0,0,0,0,0,0,1.05,0,1
0,0,0,0.375,0,1.444,2.32,0,0,0,0,0,0,0,0,0
0,0,0,0,2.67,1.85,0.89,0,0,0,0.89,0,0,0,0,0
0.091,0,0,0,0,1.39,0,1.89,0,0,2.7,0,0,0,0,1
0,0,0,0,0,1.428,0,0,0,0,0,0,0,0,0,0
0,0,3.51,0,0.87,3.552,0,0,0,0,0.58,0,0,0,0,0
0,0,1.53,0.167,0,1.894,0,0.17,0,0,0.85,0,0,0,0.34,0
0.928,0.36,0,0.433,0,3,0,0,0.36,1.1,2.95,0,0,1.47,0,1
0,0,0,0,0,2.595,0,0,0,0,0,0,0,0,0,0
0.198,0,0,0.198,0,3.857,0,0,0,0,0,0,0,0,0,1
0,0,0,0,2.24,2.875,0,0,0,0,0,1.12,1.12,0,0,0
0,0.13,0,0.021,0,1.728,0,0.27,0,0,0,0.13,0,0.27,0.27,1
0.103,0.57,0,0.309,0,4.923,0.07,0.35,0.07,0,1.14,1.14,0.64,0.35,0.07,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.536,0.09,0,0,0,0.09,0,0,0,0,0
0,0,0.79,0,0.59,2.156,0,0,0,0,0.39,0,0,0,0,0
0,0,0,0,0,3.153,0,0,0,0,1.4,0,0,0,0,0
0.408,0,0,0.408,0,4.1,0,0,0,0,0,0,0,1.12,0,1
0.056,0,0.11,0.056,0,2.153,0,0.56,0.11,0,2.8,1.01,0.56,0,0.22,1
0,0,0,0,0,1,0,0,0,0,0,0,9.52,0,0,0
0.005,0,0.53,0,0.01,2.589,0,0.33,0,0,0.05,0.23,0,0,0,0
0,0,0,0.505,0,2.375,0,0,0,0,0,0,0,0,0,0
0,0,4.34,0,0,4,0,0,0,0,0,0,0,0,0,0
0,0,4.13,0.24,1.65,4.666,0,0.82,0,0,0,0,0,0,0,0
0,0,0,0,0,2.928,0,0,0,0,1.47,0,0,0,0,0
0.124,0.11,0,0.035,0,1.98,0,0.22,0,0,0,0.11,0,0.55,0.22,1
0,0,0,0,0,1.938,0,0,0,0,0,0,0,0,0,1
0,0,0,0.124,0.74,2.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0.62,0,1,0,0.63,0,0,0,0,0,0,0,0
0,0,0,0,0,2.447,1.38,0.69,0,0,0,0,0,0,0,0
0.171,2.98,0,0,0,13,0,0,0,0,2.98,0,1.49,0,2.98,1
0.132,0,0,0.864,0,5.87,0,0.39,0.78,0,1.17,0,0.39,0,0,1
0.186,0,0,0.262,0,11.793,0,0.37,0.21,0,1.39,0.1,0.05,0,0,1
0,0,0,0,0,1.666,0,0,0,0,0,0,0,0,0,0
0.087,0,0.67,0,0,4.23,0,0,0,0,1.35,0,0,0,0,0
0.683,0,0,2.636,0,3.168,0,0.84,0,0,0,0,0,0,0,1
0,0.26,0,0.31,0,5.549,0,0.26,0.26,0,1.05,0.52,0,0,0,1
0,0.56,0,0.153,0,9.25,0,0,0.28,0,1.12,0,0.56,0,0.28,1
0,0,0,0,0,2,0,0,0,0,7.4,0,0,0,0,0
0.015,0,0,0.094,0,2.531,0,0,0.08,0,1.2,0.08,0.17,0,0,1
0,0,0,0,0,1.687,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0
0,0,2.06,0,1.03,2.333,0.34,0.34,0,0,1.03,0,0,0,0,0
0.295,1.43,0,0.073,0,3.361,0,0.47,0.47,0.47,1.43,0,0,0,0,1
0,0,0,0.042,0.25,1.204,0,1,0.25,0,1.75,0,0.25,0.25,0,0
0.037,0,0.87,0,0,1.531,0,0.29,0.29,0,1.45,0,0.29,0,0.58,0
0,0,0,0,25,2.333,0,0,0,0,0,0,0,0,0,0
0,0,6.25,0,3.12,3.454,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14.28,1,0,0,0,0,0,0,0,0,0,0
0.15,0,0,1.131,0,2.428,0,0.89,0,0,1.78,0,0,0,0,1
0,0,1.38,0,0.61,1.837,0,0,0,0,0.61,0,0,0,0,0
0.719,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0
0.045,0,0.19,0.022,0,1.74,0,0.19,0.19,0.19,0,0,0,0,0,0
0,0,3.84,0,0,3.631,0,0,0,0,0,0,0,0,0,0
0,0,3.64,0,0,1.915,0,0.13,0,0,0,0,0,0,0.52,0
0,0,0.13,0.025,0,5.695,0,0.27,0,0,0.97,0,0.13,0,0,0
0.114,0.82,0,0.513,0,2.953,0,0.41,0,0,1.23,0,0,0.41,0.41,1
0,0,1.16,0,0,3.379,0,1.16,0,0,0,0,0,0,0,0
0,0,0,0.093,0,2.755,0,0.64,0.64,5.19,1.29,0,0,0,1.29,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.114,0,5.196,0,0,0,0,0.41,0,0,0,0,0
0,0.23,0,0.149,0,1.533,0.23,0.47,0.23,0,0.23,0,0.23,0,0,0
0,0.18,0,0.426,0,1.283,0,1.11,0,0,0.92,0,0,0,0.37,1
0,1.25,0,0.225,0,2.35,0,0,0.62,0,1.25,0,1.25,0,0,1
0,0,1.04,0.422,0,1.16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.736,0,0,0,0,0,0,1.85,0,0,0
0,0,0,0,2.32,1,0,0,0,0,0,0,0,0,0,0
0.055,0,5.86,0.055,1.37,2.87,0,0,0,0,0.34,0,0,0,0,0
0,0.88,0,0,0,1.629,0,0,0,0,0,0,0,0,0,0
0,0,0,0.24,0,5.397,0,0,0,0,0.22,0,0,0,0,0
0.117,0,1.72,0,0.24,1.89,0,0,0,0,0.49,0,0,0,0,0
0,0,0,0.198,0,5.019,0,0,0,0,0,0,0,0.4,0,1
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,1.4,0,0,1.426,0,0.84,0,0,0,0,0,0,0,0
0,0,0,0,0.16,3.989,0,0,0,0,0,0,0,0,0,0
1.357,0,0,0.327,0,5.769,0,0,0,0,0.47,0.23,0.47,0,0,1
