HHF,G,Y,FADA,AA,HGD,AT,E,K,T,U,I,B,W,Q,SDE
0.048,0,2.87,0,1.91,2.23,0,0.31,0,0,0,0,0,0,0,0
0,0,0,0,0.47,1.884,0,0.95,0,0,0,0,0,0,0,0
0,0,0,0.892,0,2,0,0.5,0,0,1.5,0,0,0,0,1
0,0,0,0,0,2.519,0.67,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0.17,0.031,0.88,1.564,0.17,0,0,0,0.7,0,0.35,0,0,0
0,0,0,0,16.66,4.333,0,0,0,0,0,0,0,0,0,0
0.21,0,0,0,0,4.5,0,0,0,0,5.26,0,0,0,0,1
0,0,0,1.048,0,3.333,0,0,0,0,0,0,0,0,0,1
0,0,1.04,0,0,3.291,0,0,0,0,0,0,0,0,1.04,0
0.056,0.34,0,0.224,0,2.257,0,0,0,0.34,0.34,0,0,0,0.34,1
0.071,0,0,0.142,0,1.934,0,0.09,0,0,2.16,0,0.37,0.18,0.09,0
0,0,1.72,0,0,1.611,0,0,0,0,0,0,0,0,0,0
0,0,0,0.434,0,1.377,0,1.11,0,0,0.92,0,0,0,0.37,1
0.367,0,0,0.919,0,2.84,0,0,0,0,0,0,0,1.85,0.92,1
0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0
0,0,3.44,0.135,1.72,2.288,0,0,0,0,0,0,0,0,0,0
0.224,0.11,0,0.775,0,5.782,0,0,0.11,0,1.56,0.22,0,0.11,0.44,1
0,0,0.67,0,1.01,1.851,1.01,0,0,0,1.01,0,0,0,0,0
0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0
0,0,4.05,0,0,2.976,0,0.67,0,0,0,0,0,0,0,0
0.483,0,0,1.129,0,1.826,0,0.89,0,2.67,1.78,0,0.89,0,0,1
0,0,0,0.027,0,4.696,0.78,0,0,0,0.08,0,0.08,0,0,0
0,0,0.13,0,0,5.603,0,0,0,0,0.66,0.13,0,0,0.13,0
0.193,0,0,0.367,0,2.559,0,0.22,0,0,1.1,0.44,0,0,0,1
0.024,0.16,0,0.271,0,5.709,0,0.32,0.16,0.16,0.64,0,0.32,0,0,1
0.044,0,0.38,0.022,0,1.759,0,0.19,0.19,0.19,0,0,0,0,0,0
0,0,0,0,0,1.666,0,0,0,0,0,0,0,0,0,0
0.168,0,0,1.687,0,57.076,0,0.47,0,0,5.23,0,0.95,0,0,1
0.041,0.25,0,0.082,0,1.89,0,0.5,0.5,0,1.01,0,0,0,0,1
0,0,0,0.164,0,1.076,0,0.91,0,0.45,0.91,0,0,0,0,1
0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0.963,0,3.8,0,0,0,0,0,0,0,0,0,1
0.222,0.19,0,0.412,0,4.195,0,1.08,0.09,0.59,1.78,0.89,0.19,0.09,0,1
0.164,1.86,0,2.306,0,8.312,0,0.93,0,0,1.86,0,0,0,0,1
0,0,0,0,0,5.263,0.4,0,0,0,0.4,0,0,0,0,0
0,0,0,0,0,2.09,0,1.55,0,0,0.62,0,0,0,0.62,1
0,0,0.65,0.093,0,1.705,0,0.65,0,0,0,0,0,0,0.65,0
0,0,0,0,0,1.72,2.77,0,0,0,0,0,0,0,0,0
0,0,0,0,3.5,1.826,0,0,0,0,1.75,0,7.01,0,0,0
0.478,0,0,0.095,0,5.038,0,0.53,0,0,2.65,0,0,1.59,0.53,1
0,0,1.29,0.19,0,1.857,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.4,2.68,0,0,0,0,0,0,0,0,0
0,0,0.78,0.041,0,1.517,0,0,0,0,0,0,0,0,0,0
0.112,0,0,0.31,0.18,2.548,0,0,0,0,0.94,0.37,1.32,0,0.37,1
0.251,0,0,0.251,0,2.022,0,0,0,0,0,0,1.72,0,0,1
0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0
0.045,0,1.83,0,0.52,1.823,0,1.04,0,0,0.52,0,0,0,0,0
0,0,0,0,0.7,18,0,0,0,0,1.4,0,0,0,0.7,0
0.016,0,0.41,0,0.52,2.232,0,1.04,0,0,0,0,0,0,0,0
0,0,0,0.063,0,7.326,0,0,0,0,0.36,0,0.36,0,0,0
0.472,0,0,0.472,0,3,0,0,0,0,1.26,0,0.42,0,0,1
0,0,0,0,0,1.461,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0.123,0,0,0,0,2.854,0,0,0.36,0,0.36,0,0.36,0,0,0
0,0,0.99,0,0,2.016,0,0.33,0,0,0.33,0,0,0,0,0
0.085,0,1.1,0,0,2.924,0,0.89,0,0,0,0,0,0,0.96,0
0,0,0,0,0,2.608,0,0,0,0,0.95,0,0,0,0,0
0,0,1.83,0.249,0,2.576,0,0,0,0,0.91,0,0,0,0.91,0
0,0,0,0,0,3.387,7.6,0,0,0,0,0,0,0,0,0
0,1.18,0,0.421,0,6.275,0,0,0,2.36,2.36,0.59,0,0,2.95,1
0.118,0,0,0.094,0,1.42,0,1.43,0,0,1.28,0,0,0.14,0.42,1
0.764,0.05,0,0.322,0,6.1,0,0.05,0.26,0,1.5,0.44,0.31,1.05,0.44,1
0.031,0,0.78,0,0.11,3.189,0,0,0,0,0.22,1.01,0,0,0,0
0,0,0.97,0,0,8.125,0,0,0,0,0,0,0,0,0,0
0,0,0.79,0.149,0,1.482,0,0,0,0,0,0,0,0,0,0
0,0,0,0.8,0,1.5,0,4.76,0,0,9.52,0,0,0,0,0
0,0,0,0,0.7,18,0,0,0,0,1.4,0,0,0,0.7,0
0.302,0,0,0.151,0,2.611,0,0,0,0,2.4,0,0,0,0,1
0.36,0,0,1.562,0,2.638,0,1.61,0,0,2.41,0,0,0.8,0.8,1
0,0,5.37,0,0,2.666,0,0,0,0,0,0,0,0,0,0
0.013,0.08,0,0.088,0,4.16,0,0.43,0,0,3.14,0.08,0,0.34,0.17,1
0,0,0,0,0,2.432,1.34,0.67,0,0,0,0,0,0,0,0
0,0.29,0,0.14,0,4.892,0,0.29,0.58,2.61,2.9,0,0,0,0.58,1
0.238,0,0,0.238,0,2.232,0,0,0.68,0,1.36,0,0,0.68,0,1
0,0,1.85,0,0,2.352,0,1.85,0,0,0,0,0,0,0,0
0,0.34,0,0,0,3.131,0,0,0,0,1.03,0,0.34,0,0,1
0.097,0,0,0,0,2.451,0,0,0.21,0,0.64,0,0,0,0.21,0
0,0,0,0,0,1.77,0,0,0,0,1.47,0,0.49,0,0,0
0,0,2.54,0,0,1.997,0,0,0.13,0.06,0.06,0.13,0,0,0.13,0
0,0,0.46,0.128,0,3.427,1.19,0,0.03,0,0,0.06,0.03,0,0.03,0
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0,0,0,0,1.85,1.5,0,0,0,0,0,0,0,0,0,0
0,0.53,0,0.082,0,4.391,0,0.53,0,0,3.22,0.53,0,0,0,1
0,0,3.1,0.333,0,4.255,0,0,0,0,0.62,0,0,0,0.62,0
0,0,0.97,0,0,3.666,1.61,0.16,0,0,0,0,0.16,0,0,0
0,0,0,0,0,3.875,0,0,0,0,0,0,0,0,0,0
0.011,0,3.54,0,0,2.45,0,0.17,0,0,0,0.08,0,0.08,0,0
0,0,0,0.016,0.05,2.23,0.18,0.09,0,0.03,0.15,0.05,0.03,0,0.18,0
0,0,0,0,0,1.315,0.68,0,0,0,0,0,0,0,0,0
0,0,0,0.436,0,1.792,0,0.37,0,0,0.37,0,0,0,0,0
0.014,0,0.67,0,0.05,3.764,0,0.3,0,0,0.15,0.51,0,0,0,0
0.225,0,0,1.051,0,6.686,0,0.76,0.15,0.15,2.44,1.52,0.3,0.76,0,1
0.12,0.11,0,0.034,0,1.961,0,0.22,0,0,0,0.11,0,0.55,0.22,1
0,0,0,0.671,0,4,0,2.94,0,0,0,0,0,0,0,1
0,0,0,0.616,0,5.778,0,1.48,0,0,0.49,0.49,0,0,0.33,1
0,0,0,0,0,2,0,4.54,0,0,0,0,0,0,0,0
0,0,2.12,0,0,1.722,0,0,0,0,0,0,0,0,0,0
0,0,0,0.814,0,2.6,0,0,1.12,0,0,0,0,1.12,0,1
0.149,0,0,0.373,0,7.233,0,1.03,0.51,0,5.18,0,0,0,0.51,1
0,0,0,0.689,0,1.3,0,4.16,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,9.09,0,0,0,0,0
0.053,0,1.16,0,0,1.864,0,0,0.11,0,0,0,0,0.05,0.75,0
0,0.97,0,0.834,0,3.052,0,0.97,0,0,1.94,0,0,0,0,1
0.707,0.15,0.95,0.862,0,5.423,0,0.31,0.15,0,0,0.63,0,0,0,1
0,0,0.47,0,0,1.766,0,0,0,0,0,0,0,0,0,0
0,0,0,5.555,0,3.275,0,1.04,0,0,0,0,0,0,0,1
0.111,0.68,0,0,0,6.588,0,4.08,1.36,0,1.36,0,0.68,0,0.68,1
0,0,0,0.109,0.2,1.187,0,0,0,0,0.2,0.2,0,0,0,0
0.473,0,0,0.094,0,5.038,0,0.51,0,0,2.56,0,0,1.53,0,1
0.031,0,0.57,0,0.11,3.407,0,0.11,0,0,0.22,1.03,0,0,0,0
0,0,2.77,0,1.19,2.238,0,0.39,0,0,0,0,0.39,0,0,0
0.159,0.32,0,0,0,1.494,0,0.65,0,0,3.25,0,0,0,0.32,1
0.05,0,0,0.381,0,2.322,0,0.14,0,0.14,2.1,0.42,0.28,0.14,0.14,1
0,0,0,0.238,0,4.375,0,0,0,0,1.75,0,0,0,0,0
0,0,0,0.208,0,2.655,1.38,0,0,0,0,0,0,0,0,0
0.065,0.2,0,0.816,0,3.716,0,0.82,0.41,3.09,1.23,0.2,0,0,0,1
0,0,0,0,0,1.523,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.052,0,0,0,0,1.38,0,1.38,0,0,0
0,0,1.09,0,0,4.586,0,0,0,0,0,0,0,0,0,0
0,0,0,0.102,0,1.52,0,0,0,0,1.19,0,0,0,0,0
1.309,0,0,5.831,0,6,0,0.29,0,0.09,1.09,0.09,0.49,0,0.09,1
0,0,0,0,0,2.413,5,0,0,0,0,0,0,0,0,0
0,0,1.69,0,1.69,1.777,0,0,0,0,2.54,0,0,0,0,0
0.028,0,0.51,0,0.1,2.785,0,0,0,0,0.2,0.92,0,0,0.1,0
0.041,0,0,0.015,0,2.198,0.33,0.12,0,0.02,0.12,0,0.07,0,0.17,0
0,0,10,0,0,1.333,0,10,0,0,0,0,0,0,0,0
0.729,1.05,0,1.276,0,3.062,0,2.63,0.52,0,1.57,0,0.52,0.52,1.05,1
0,0,0,0,0,1.666,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.727,0,0,0,0,0,0,0,0,0,0
0,0,0,0.253,0,2.172,0,0,0,0,3.07,0,0,0,0,0
0.038,0,0,0.406,0,2.811,0,0.16,0,0.16,0.23,0,0,0,0.23,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.391,0,0,0,0,0,0,1.47,0,0,0
0,0,0,0.432,0,1,0,0,0,0,1.17,0,0,0,0,0
0.117,0.25,0,0.403,0,7.484,0.08,0.85,0.17,0.17,0.42,0.59,0.08,0.85,0.08,1
0.062,1.1,0,0.435,0,4.411,0,0.36,0,0,1.1,0,0,0.36,1.84,1
0,0,2.68,0,0,2.432,0,0.08,0,0,0,0,0,0,0.25,0
0.528,0.03,0,0.452,0,6.152,0,0.14,0.28,0,1.47,0.56,0.42,0.38,0.45,1
0,0,0,0.081,0,1.348,0,0.49,0,0,1.48,0,0.99,0,0,0
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0,0,2.54,0,1.91,1.981,0,0,0,0,0.63,0,0,0,0,0
0,0,0,0,0,1.88,0,0,0,0,1.35,0,0,0,0,0
0,0,0,0,0,1.571,0,0,0,0,0,0,0,0,0,0
0,0,0,0.407,0,3.454,0,0,1.21,0,1.21,0,0,0,0,1
0,0,0,0.24,0,2.833,0,0,0,0,0,0,0,0,0,0
0,0,0,0.542,0,1.972,0,0.51,0,0,1.53,0,0,0,0,1
0,0,0,0.393,0,1.75,0,0,0,0,0,0,0,0,0,0
0,0,0,0.124,0,89.9,0,0.38,0,0,3.07,0,0.38,0,0,1
0,0,0,0,0,2.039,0,0.17,0,0,2.64,0,0,0,0.52,1
0,0,0,0.231,0,1.761,0,0,0,0,0,0,0,0,0,0
0.122,0.37,0,0.061,0,4.727,0,0,1.12,0,2.24,0.37,0.74,0,0,1
0,0,0,0,0,1.292,0.43,0.43,0,0,0.87,0,0,0,0,0
0,0,0,0,0,3.642,0,0,0,0,5.06,0,0,0,0,1
0,0,0,0,1.23,1.058,0,1.23,0,0,0,0,0,0,0,0
0,0,0,0,0,1.714,0,0,0,0,0.97,0,0,0,0,0
0,0,0,0.785,0,4.333,0,0,0,0,0,0,0,0,0,1
0,0,0.99,0.262,0,1.565,0,0,0,0,1.98,0,0,0,0,0
0,0,3.3,0,0,1.569,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.352,1.26,0,0,0,1.26,0,0,0,0,0
0,0,5.16,0,0,4.454,0,0,0,0,0.14,0,0,0,0,0
0.107,0.23,0,0.287,0,3.439,0,0,0.11,0,1.29,0.35,0.11,0,0,1
0.014,0.08,0,0.092,0,4.16,0,0.43,0,0,3.14,0.08,0,0.34,0.17,1
0.069,0,1.25,0,0,1.804,0,0,0,0,0,0,0,0,0.41,0
0.086,0,0,0.26,0,1.117,0,0,0,0,1.93,0,0,0,0,1
0,0,0,0.807,0,3.849,0,0.44,0,0,1.34,0,0.44,0,0,1
0,0,7.14,0.239,0,1.687,0,0,0,0,0,0,0,0,0,0
0,0,0,0.239,0,1.923,0,1.4,0,0,0,0,0,0,0,0
0.467,0,0,0.175,0,9.56,0.48,0,0.48,0,0.96,0.48,0,0,0.48,1
0,0.43,0,0.065,0,9.269,0,0.43,0,0,0,0,0,0,0,1
0,0,0,0,0,1.592,0,0.63,0,0,0,0,0,0,0,0
0.212,0,0,0,0,4.818,0,0,0,0,5.26,0,0,0,0,1
0.349,0.56,0,1.135,0,5.105,0,2.27,0,0,1.7,0,0.56,0,3.4,1
0,0,0,0,0,1.14,0,0.76,0,0,0,0,0,0,0,0
0.402,0,0,0.402,0,5.681,0,0.23,0,0,2.63,0,0,0.71,1.43,1
0.3,0,0,0.6,0,4.02,0,0,0,0,2.53,0,0.42,0.84,0,1
0,0,1.35,0,0.67,2.068,0,0.33,0,0,0.67,0,0,0,0,0
0,0,0,0,0,1.784,0,0.68,0,0,0,0,0,0,0,0
0,0,1.58,0.112,0,2.101,0,0,0.19,0,0.19,0,0,0,0,0
0,0,0,0.236,0,7.181,0,0,0,0,3.89,0,0,0,0,1
0.083,0,0,0.166,0,3.521,0,1.09,0.54,0,0.54,0,0,0,0.27,1
0,0,0,0,0,1.75,2.22,0,0,0,0,0,0,0,0,0
0.032,0,3.3,0,0,2.324,0,0,0.08,0,0,0,0,0,0.08,0
0,0,0,0,0,1,0,0,0,0,2.5,0,0,0,0,0
0,0,0,0,0,2.468,0.58,0,0,0,0.58,0,0,0,0,0
0,0,0,0,0.62,2,0,0.62,0,0,0,0,0,0,0,0
0.38,0,0,0.19,0,3.6,0,0,0,0,0,0,0,1.07,0,1
0,0,0,0.292,0,3,0,0,0,0,0.9,0,0.9,0,0,1
0,0,0,0,1.63,2.333,0,0,0,0,0,0,0,0,0,0
0.13,1.94,0,0.52,0,6.266,0,0,0,0,1.94,0,0,0,3.88,1
0.024,0.14,0,0.558,0,1.517,0,1.17,0,0,1.02,0,0,0,1.46,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.727,0,0,0,0,0,0,0,0,0,0
0.384,0.4,0,0.928,0,3.179,0,0.61,0.1,0.5,2.03,1.42,0.1,0,0,1
0.106,0,0.34,0.902,0,664,0,1.02,0,1.02,0.68,0.68,0,0,0,1
0.121,0.72,0,0.729,0,7.781,0,0.72,0,0,1.45,0,0,0,0,1
0.065,0.1,0,0.016,0,1.901,0,0.1,0,0,0,0.1,0,0.75,0.1,1
0.105,0,0,0,0,1.866,0.36,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.538,0,0,0,0,0,0,2.7,0,0,0
0,0,0,0.769,0,1.428,0,0,0,0,0,0,0,0,0,0
0,0,0,0.416,0,9.785,0,0,0,0,0,0,1.26,0,0,1
0.066,0,2.42,0,0,2.156,0,0,0.18,1.49,0,0,0,0.09,0.46,0
0.327,0,0,0.327,0,1.482,0,0,0,0,0,0,0,0,0,0
0.23,0.06,0,0.278,0,3.887,0,0,0.39,0,0.66,0,0.46,0.19,0,1
0,0,0,0,0.45,4.461,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.333,0.75,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.058,0,0,0,0,0,0,0,0,0,1
0.04,0.27,0,0.489,0,2.121,0.27,0.54,0,0,1.36,0,0,0,0,1
0.101,0.33,0.33,0.859,0,337.25,0,0.99,0,0.99,0.66,0.66,0,0,0,1
0.003,0,0,0.003,0,2.201,0.29,0.08,0,0,0.17,0.02,0.04,0,0.13,0
0.794,0,0,0.855,0,4.152,0,0,0.4,0,1.2,1.2,0.4,4.01,0,1
0.131,0,0,0.149,0,3.629,0,2.15,0.35,0,1.75,0.1,0.1,0.05,0.3,1
0,0,0.75,0.061,1.87,1.903,0,0,0,0,1.87,0,0,0,0,0
0,0,1.87,0.103,0,1.347,0,0,0,0,0,0,0,0,0.62,0
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.488,0.37,0,0,0,0,0,0,0,0,0
0,0,0,0.164,0,1.391,0,0,0,0,2.72,0,0,0,0,0
0,0,0,0.248,0,1.1,5.12,0,0,0,0,0,0,0,0,0
0,0,0.03,0.014,0,1.111,0.03,0.07,0,0,0.22,0,0,0,0.03,0
0,0.68,0,0,0.68,3.369,0,0,0,0,2.06,0,0,0,0,0
0.515,0.09,0,0.345,0,5.632,0,0.13,0.26,0,1.27,0.49,0.39,0.32,0.42,1
0,0,0,0,0,1.714,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.379,0,2.89,0.72,0,1.44,0,0.72,0,0,1
0.184,0,0,0.036,0,2.276,0,0.72,0.48,0,1.45,0.24,0,0.48,0,1
0,0,0,0.99,0,1.666,0,0.74,0,0,2.98,1.49,0,0,0,1
0,0,0,0,0,3.333,0,0,0,0,0,0,0,0,0,0
0.088,0,0,0.661,0,2.256,0,0.12,0,0,2.92,0.12,0,0,0,1
0.154,0.49,0,0.417,0,8.323,0.09,0.79,0.29,0.19,0.69,0.89,0.19,0.59,0,1
0,0,0.52,0,0.52,3.888,0,0.52,0,0,0.52,0,0,0,0,0
0,0,0,1.543,0,2.777,0,0,0,0,0,0,0,0,0,1
0,0,0.21,0,0.63,2.457,0,2.54,0,0,0,0,0,0,0.21,0
0.005,0,0,0.002,0,2.143,0.09,0.09,0,0,0.15,0.03,0.01,0.07,0.05,0
0.079,0,0,0,0,1.719,13.37,0,0,0,0,0,0,0,0,0
0,0,0.96,0,0,1.375,0,0.96,0,0,0,0,0,0,0.48,0
0,0,2.59,0,0,1.35,0,0,0,0,0,0,0,0,0,0
0,0,1.58,0,0,1.384,0,0,0,0,0,0,0,0,0,0
0.548,0.19,0,0.174,0,4.965,0,0.39,0,0.59,0.39,0.19,0.39,0.19,0.19,1
0.062,0,0,0.31,0,1.477,0,0,0,0,0.43,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.64,1.44,0,0,0,0,0,0,0,0,0
0.265,0,0,0.449,0,13.235,0,0.53,0.26,0,3.32,0.19,0.46,0.39,0.13,1
0.206,0,0,0,0,1.711,0,1.72,0.07,0.28,0.64,0.07,0,1,0.28,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.228,0.67,0,0.228,0,2.847,0,0.67,0,0,0.67,0,0,0,0,1
0,0,2.14,0.056,0,1.602,0,0,0,0,0,0,0.85,0,0,0
0.692,0,0,0,0,4.941,0,0,0,0,1.09,0,1.09,0,0,1
0.029,0,0,0.148,0,1.6,0.54,0.18,0,0,0.18,0,0.18,0,0,0
0,0,0,0.613,0,1,3.7,0,0,0,3.7,0,0,0,0,0
0.138,0,0,0,0,2.136,0,0,0,0,0.87,0,0.87,0,0,0
0,0,0.27,0,0,2.593,0,0,0,0,2.73,0,0,0,0,0
0.496,0,0,0.381,0,7.192,0,0.15,0.31,0,1.36,0.58,0.46,0.5,0.43,1
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0.118,0.1,0,0.033,0,1.987,0,0.21,0,0,0,0.1,0,0.54,0.21,1
0,0,0,2.631,0,1.666,0,0,0,0,0,0,0,0,0,1
0.541,0,0,0.12,0,5.428,0,0.66,0,0,0.33,0,0,1.66,0.66,1
0.031,0,0,0.252,0,3.816,0,0.36,0,0,3.27,0.09,0,0.36,0,1
0,0,0,0,0,1.266,0,0,0,0,0,0,0,0,0,1
0,0,0,0,20,1.75,0,0,0,0,0,0,0,0,0,0
0.673,0.98,0,0.179,0,2.922,0,1.3,0,0.16,1.3,0.32,0.81,0,0.65,1
0,0,0,0.073,0,5.754,0.43,0,0,0,0,0,0,0,0,0
0.022,0,0.5,0,0.08,3.995,0,0,0,0,0.16,0.76,0.08,0,0,0
0,0,0,0,0,1,1.03,0,0,0,1.03,0,0,0,0,0
0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.514,0,0.13,0.13,0,1.86,0.13,0,0,0,0
0,0,0,0,0,1,1.58,0,0,0,3.17,0,0,0,0,0
0.082,0,0,0.165,0,2.17,0,3.48,0,0,3.48,0.58,0,0,0,1
0,0,0,0,2.6,3.26,0,0,0,0,0,0,0,0,0,0
0.212,0,0,0,0,4.818,0,0,0,0,5.26,0,0,0,0,1
0,0,0,0,0.83,4.128,0,0,0,0,0,0,0,0,0,0
0,0,0,0.572,0,2.9,0,0,0,0,2.75,0.91,0,0,0,1
0,0,0,0.166,0.97,2.185,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.484,0,0.29,0,0,0,0,0,0,0,0
0,0,0,0.114,0,1.8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.545,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6.096,0.58,0,0,0,0,0,0,0,0,0
0.069,0,0,0,0,2.216,0,0,0,0,0.47,0,0,0,0.23,0
0.459,0.64,0,0.551,0,2.333,0,1.28,0,0,3.2,0,0,0.64,0.64,1
0,0,0,0,0,2.54,0.55,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.428,9.09,0,0,0,0,0,0,0,0,0
0,0.7,0,0.23,0,4.596,0,0.7,0,0,1.4,0.7,0,0,1.05,1
0.062,0.68,0,0.503,0,1.82,0,1.03,0,0,1.37,0,0,0.34,0,1
0,0,0,0,0,2.307,0,0,0,0,0,0,0,0,0,0
0,0,0,0.184,0,2.833,0,1.16,0,0,0,0,0,0,0,0
0,0,6.06,0,3.03,2.75,0,0,0,0,0,0,0,0,0,0
0,0,0,0.285,0,2.136,2.43,0,0,0,0.81,0,0,0,0,0
0,0,0,0.862,0,1,0,0,0,0,0,0,0,0,0,0
0.118,0.74,0,0.355,0,2.095,0,0,0.74,0,0.74,0,0,0.74,3.73,1
0,0,1.58,0,1.05,2.225,0,0.52,0,0,0.52,0,0,0,0,0
0,0,0.47,0,0,2.315,0,0,0,0,0.94,0,0,0,0,0
0,0,0.72,0,0,1.646,0.36,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.148,0,0,0,0,0,0,0,0,0,0
0.029,0,0.52,0,0.1,2.784,0,0.1,0,0,0.2,0.94,0,0,0,0
0.159,0.32,0,0,0,1.494,0,0.65,0,0,3.26,0,0,0,0.32,1
0.322,0.62,0,0.107,0,3.318,0,1.24,0,0,1.24,0,0,0,0,1
0.255,1.56,0,0.767,0,8.083,0,1.56,0,0,0,0,0,0,0,1
0.336,2.35,0,0.168,0,4.576,0,0,0,0,0,2.35,0,2.35,0,1
0,0,0,0,0,1.529,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7.69,1,0,0,0,0,0,0,0,0,0,0
0.12,0,0,0.601,0,2.666,0,0,0.38,0,0.38,0,0,1.16,0,1
0,0,9.52,0,4.76,3.333,0,0,0,0,0,0,0,0,0,0
0.032,0,0,0.257,0,3.689,0,0.36,0,0,3.38,0.09,0,0.36,0,1
0,0,0,0,4.54,3.7,0,0,0,0,0,0,0,0,0,0
0.24,0,0,0.24,0,3.414,0,1.07,0,0,2.5,0,0.35,1.42,0.71,1
0,0,0,0,0,2.352,0,0,0,0,0,0,0,0,0,0
1.237,0,0,2.249,0,105.8,0,0.75,0,0,3.03,0.75,1.51,0,0.75,1
0.244,0,0,1.631,0,64.416,0,0.45,0,0,4.97,0,0.9,0,0,1
0,0,0,0,0,1.195,0.27,0,0,0,0.55,0,0,0,0,0
0,0.18,0,0.455,0,1.32,0,1.11,0,0,0.92,0,0,0,0.37,1
0,0,0,0,0,2.337,0.36,0.12,0,0,0.12,0,0,0,0.12,1
0.084,0.16,0,0.028,0,4.971,0,1.35,0,0,2.37,0,0.16,0,0.33,1
0,0.44,0,0.19,0,8.033,0,0.44,0,0,0.44,0,0,0,0,1
0,0,2.22,0,0,1.454,0,0,0,0,0,0,0,0,0,0
0,0,2.73,0,1.36,1.541,0,0,0,0,0,0,0,0,0,0
0.141,0.03,0,0.337,0,3.305,0,0.25,0.1,0.14,1.41,0.4,0.18,0.29,0.36,1
0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0
0.116,0,0,0.116,0,2.926,0,0,0.64,0.32,1.94,0,0,0.64,0,1
0,0,0,0,0,1.911,0.93,0,0,0,0,0,0,0,0,0
0,0,12.88,0.037,0,12.43,0,0,0,0,0,0,0,0,0,0
0.254,0,0,1.272,0,6.294,0,0,0,0,1.47,0,0,0,0,1
0,0,0,0,0.9,3.472,0,0,0,0,0.9,0,0,0,0,0
0.014,0.08,0,0.092,0,4.16,0,0.43,0,0,3.14,0.08,0,0.34,0.17,1
0,0,0,0.594,0,5.683,0,1.45,0,0,0.48,0.48,0,0,0.32,1
0,0,0,0,0,1.518,0.94,0,0,0,0.47,0,0,0,0,1
0,0,0.92,0,0,1.554,0.69,0,0,0,0,0.23,0,0,0,0
0,0.9,0,0.564,0,2.818,0,0,0,0,2.72,0,0,0,0.9,1
0,0,16.66,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.8,0,0,0,0,0,0,14.28,0,0,0
0.463,0,0,0.834,0,2.44,0,1.3,0,0,2.61,0,0,0.65,0.65,1
0,0,0,0,0,1.857,0,0,0,0,0,0,0,0,0,0
0.2,0.68,0,1.706,0,4.281,0,0,0,0,2.05,0,0,1.36,0,1
0,0,0.81,0.143,1.62,1.055,0,0.81,0,0,0,0,0,0,0,0
0,0,0,0,0,6.333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0
0,0,0.37,0,0,2.643,0,0.37,0,0,0.37,0,0,0,0,0
0,0,0,0,0,1.142,0,0,0,0,0,0,0,0,0,0
0.475,0,0,1.9,0,1.763,0,0,0,0,3.79,0,0,0,2.53,1
0,0,2.77,0.355,1.38,2.666,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.18,0,0.47,0.47,0,1.42,0,0.47,0,0,1
0.214,0.46,0,0.571,0,4.63,0,1.4,0.46,0.46,1.4,0,0.46,0,0,1
0.143,0,0,0.458,0,6.298,0,0.33,0,0,0.5,0.5,0.16,0,0,1
